,swarm_size,max_iterations,fitness,k1,k3,k5,k7,k9
205,25.0,50.0,0.8730081348853301,0.6724209650582362,0.6601497504159733,0.6641014975041597,0.6684692179700499,0.6665973377703827
206,25.0,50.0,0.8730081348853301,0.5777870216306157,0.552828618968386,0.5669717138103162,0.5640599001663894,0.5742512479201332
207,25.0,50.0,0.8730081348853301,0.5482529118136439,0.528910149750416,0.5472129783693843,0.5532445923460898,0.5569883527454242
208,25.0,50.0,0.8730081348853301,0.49916805324459235,0.48481697171381033,0.4950083194675541,0.5008319467554077,0.4981281198003328
209,25.0,50.0,0.8730081348853301,0.5110232945091514,0.5297420965058236,0.5611480865224625,0.559900166389351,0.5684276206322796
210,25.0,50.0,0.8730081348853301,0.6830282861896838,0.6717970049916805,0.6749168053244592,0.6709650582362728,0.668053244592346
211,25.0,50.0,0.8730081348853301,0.7551996672212978,0.7287853577371048,0.7098585690515807,0.7131863560732113,0.7021630615640599
212,25.0,50.0,0.8730081348853301,0.514351081530782,0.5210066555740432,0.5345257903494176,0.5374376039933444,0.5393094841930116
213,25.0,50.0,0.8730081348853301,0.6287437603993344,0.6133527454242929,0.6237520798668885,0.6260399334442596,0.6216722129783694
214,25.0,50.0,0.8730081348853301,0.32529118136439267,0.3939267886855241,0.31218801996672213,0.3891430948419301,0.38810316139767054
215,25.0,50.0,0.8730081348853301,0.42366888519134777,0.42949251247920134,0.45798668885191346,0.4631863560732113,0.46277038269550747
216,25.0,50.0,0.8730081348853301,0.3036605657237937,0.3042845257903494,0.30158069883527455,0.3042845257903494,0.31114808652246256
217,25.0,50.0,0.8730081348853301,0.6457986688851913,0.6329034941763727,0.6439267886855241,0.6464226289517471,0.6464226289517471
