,fitness,n_attr
1380,0.260671799925207,1.0
1381,0.260671799925207,1.0
1382,0.260671799925207,1.0
1383,0.260671799925207,1.0
1384,0.260671799925207,1.0
1387,0.260671799925207,1.0
1388,0.260671799925207,1.0
1389,0.260671799925207,1.0
1390,0.260671799925207,1.0
1391,0.260671799925207,1.0
1392,0.260671799925207,1.0
1393,0.260671799925207,1.0
1394,0.260671799925207,1.0
1395,0.260671799925207,1.0
1396,0.260671799925207,1.0
1397,0.260671799925207,1.0
1399,0.260671799925207,1.0
1400,0.260671799925207,1.0
1404,0.260671799925207,1.0
1405,0.260671799925207,1.0
1406,0.260671799925207,1.0
1407,0.260671799925207,1.0
1408,0.260671799925207,1.0
1410,0.260671799925207,1.0
1411,0.260671799925207,1.0
1414,0.260671799925207,1.0
1415,0.260671799925207,1.0
1416,0.260671799925207,1.0
1418,0.260671799925207,1.0
1419,0.260671799925207,1.0
1422,0.260671799925207,1.0
1423,0.260671799925207,1.0
1425,0.260671799925207,1.0
1427,0.260671799925207,1.0
1429,0.260671799925207,1.0
1430,0.260671799925207,1.0
1432,0.260671799925207,1.0
1434,0.260671799925207,1.0
1435,0.260671799925207,1.0
1437,0.260671799925207,1.0
1438,0.260671799925207,1.0
1439,0.260671799925207,1.0
1440,0.260671799925207,1.0
1443,0.260671799925207,1.0
1447,0.260671799925207,1.0
1450,0.260671799925207,1.0
1453,0.260671799925207,1.0
1455,0.260671799925207,1.0
1459,0.260671799925207,1.0
1461,0.260671799925207,1.0
1462,0.260671799925207,1.0
1465,0.260671799925207,1.0
1466,0.260671799925207,1.0
1471,0.260671799925207,1.0
1472,0.260671799925207,1.0
1473,0.260671799925207,1.0
1476,0.260671799925207,1.0
1477,0.260671799925207,1.0
1479,0.260671799925207,1.0
1481,0.260671799925207,1.0
1482,0.260671799925207,1.0
1484,0.260671799925207,1.0
1486,0.260671799925207,1.0
1487,0.260671799925207,1.0
1488,0.260671799925207,1.0
1489,0.260671799925207,1.0
1490,0.260671799925207,1.0
1491,0.260671799925207,1.0
1492,0.260671799925207,1.0
1493,0.260671799925207,1.0
1497,0.260671799925207,1.0
1501,0.260671799925207,1.0
1502,0.260671799925207,1.0
1503,0.260671799925207,1.0
1505,0.260671799925207,1.0
1506,0.260671799925207,1.0
1507,0.260671799925207,1.0
1510,0.260671799925207,1.0
1511,0.260671799925207,1.0
1514,0.260671799925207,1.0
1516,0.260671799925207,1.0
1517,0.260671799925207,1.0
1519,0.260671799925207,1.0
1525,0.260671799925207,1.0
1528,0.260671799925207,1.0
1531,0.260671799925207,1.0
1532,0.260671799925207,1.0
1534,0.260671799925207,1.0
1535,0.260671799925207,1.0
1536,0.260671799925207,1.0
1540,0.260671799925207,1.0
1545,0.260671799925207,1.0
1546,0.260671799925207,1.0
1547,0.260671799925207,1.0
1548,0.260671799925207,1.0
1552,0.260671799925207,1.0
1553,0.260671799925207,1.0
1554,0.260671799925207,1.0
1558,0.260671799925207,1.0
1559,0.260671799925207,1.0
1561,0.260671799925207,1.0
1562,0.260671799925207,1.0
1563,0.260671799925207,1.0
1564,0.260671799925207,1.0
1566,0.260671799925207,1.0
1567,0.260671799925207,1.0
1569,0.260671799925207,1.0
1570,0.260671799925207,1.0
1572,0.260671799925207,1.0
1575,0.260671799925207,1.0
1576,0.260671799925207,1.0
1578,0.260671799925207,1.0
1581,0.260671799925207,1.0
1582,0.260671799925207,1.0
1584,0.260671799925207,1.0
1585,0.260671799925207,1.0
1586,0.260671799925207,1.0
1587,0.260671799925207,1.0
1588,0.260671799925207,1.0
1590,0.260671799925207,1.0
1591,0.260671799925207,1.0
1595,0.260671799925207,1.0
1599,0.260671799925207,1.0
1600,0.260671799925207,1.0
1601,0.260671799925207,1.0
1603,0.260671799925207,1.0
1605,0.260671799925207,1.0
1606,0.260671799925207,1.0
1609,0.260671799925207,1.0
1610,0.260671799925207,1.0
1611,0.260671799925207,1.0
1612,0.260671799925207,1.0
1613,0.260671799925207,1.0
1614,0.260671799925207,1.0
1615,0.260671799925207,1.0
1616,0.260671799925207,1.0
1617,0.260671799925207,1.0
1618,0.260671799925207,1.0
1653,0.260671799925207,1.0
1659,0.260671799925207,1.0
1664,0.260671799925207,1.0
1665,0.260671799925207,1.0
1666,0.260671799925207,1.0
1670,0.260671799925207,1.0
1673,0.260671799925207,1.0
1678,0.260671799925207,1.0
1682,0.260671799925207,1.0
1684,0.260671799925207,1.0
1685,0.260671799925207,1.0
1688,0.260671799925207,1.0
1689,0.260671799925207,1.0
1690,0.260671799925207,1.0
1691,0.260671799925207,1.0
1692,0.260671799925207,1.0
1693,0.260671799925207,1.0
1697,0.260671799925207,1.0
1698,0.260671799925207,1.0
1699,0.260671799925207,1.0
1700,0.260671799925207,1.0
1703,0.260671799925207,1.0
1706,0.260671799925207,1.0
1707,0.260671799925207,1.0
1708,0.260671799925207,1.0
1709,0.260671799925207,1.0
1741,0.260671799925207,1.0
1742,0.260671799925207,1.0
1743,0.260671799925207,1.0
1749,0.260671799925207,1.0
1751,0.260671799925207,1.0
1753,0.260671799925207,1.0
1754,0.260671799925207,1.0
1757,0.260671799925207,1.0
1762,0.260671799925207,1.0
1765,0.260671799925207,1.0
1768,0.260671799925207,1.0
1771,0.260671799925207,1.0
1774,0.260671799925207,1.0
1775,0.260671799925207,1.0
1782,0.260671799925207,1.0
1783,0.260671799925207,1.0
1785,0.260671799925207,1.0
1787,0.260671799925207,1.0
1788,0.260671799925207,1.0
1789,0.260671799925207,1.0
1791,0.260671799925207,1.0
1792,0.260671799925207,1.0
1793,0.260671799925207,1.0
1794,0.260671799925207,1.0
1795,0.260671799925207,1.0
1796,0.260671799925207,1.0
1799,0.260671799925207,1.0
1820,0.260671799925207,1.0
1831,0.260671799925207,1.0
1834,0.260671799925207,1.0
1840,0.260671799925207,1.0
1841,0.260671799925207,1.0
1842,0.260671799925207,1.0
1845,0.260671799925207,1.0
1846,0.260671799925207,1.0
1848,0.260671799925207,1.0
1850,0.260671799925207,1.0
1852,0.260671799925207,1.0
1853,0.260671799925207,1.0
1854,0.260671799925207,1.0
1857,0.260671799925207,1.0
1859,0.260671799925207,1.0
1860,0.260671799925207,1.0
1861,0.260671799925207,1.0
1862,0.260671799925207,1.0
1863,0.260671799925207,1.0
1864,0.260671799925207,1.0
1865,0.260671799925207,1.0
1866,0.260671799925207,1.0
1867,0.260671799925207,1.0
1869,0.260671799925207,1.0
1870,0.260671799925207,1.0
1871,0.260671799925207,1.0
1872,0.260671799925207,1.0
1873,0.260671799925207,1.0
1874,0.260671799925207,1.0
1875,0.260671799925207,1.0
1876,0.260671799925207,1.0
1878,0.260671799925207,1.0
1879,0.260671799925207,1.0
1881,0.260671799925207,1.0
1882,0.260671799925207,1.0
1883,0.260671799925207,1.0
1885,0.260671799925207,1.0
1887,0.260671799925207,1.0
1888,0.260671799925207,1.0
1889,0.260671799925207,1.0
1892,0.260671799925207,1.0
1893,0.260671799925207,1.0
1895,0.260671799925207,1.0
1896,0.260671799925207,1.0
1901,0.260671799925207,1.0
1904,0.260671799925207,1.0
1906,0.260671799925207,1.0
1907,0.260671799925207,1.0
1909,0.260671799925207,1.0
1911,0.260671799925207,1.0
1912,0.260671799925207,1.0
1913,0.260671799925207,1.0
1916,0.260671799925207,1.0
1917,0.260671799925207,1.0
1920,0.260671799925207,1.0
1921,0.260671799925207,1.0
1922,0.260671799925207,1.0
1926,0.260671799925207,1.0
1929,0.260671799925207,1.0
1931,0.260671799925207,1.0
1932,0.260671799925207,1.0
1935,0.260671799925207,1.0
1936,0.260671799925207,1.0
1938,0.260671799925207,1.0
1939,0.260671799925207,1.0
1941,0.260671799925207,1.0
1942,0.260671799925207,1.0
1943,0.260671799925207,1.0
1944,0.260671799925207,1.0
1946,0.260671799925207,1.0
1947,0.260671799925207,1.0
1948,0.260671799925207,1.0
1950,0.260671799925207,1.0
1951,0.260671799925207,1.0
1952,0.260671799925207,1.0
1953,0.260671799925207,1.0
1956,0.260671799925207,1.0
1958,0.260671799925207,1.0
1960,0.260671799925207,1.0
1961,0.260671799925207,1.0
1962,0.260671799925207,1.0
1963,0.260671799925207,1.0
1966,0.260671799925207,1.0
1967,0.260671799925207,1.0
1968,0.260671799925207,1.0
1969,0.260671799925207,1.0
1970,0.260671799925207,1.0
1971,0.260671799925207,1.0
1972,0.260671799925207,1.0
1973,0.260671799925207,1.0
1974,0.260671799925207,1.0
1975,0.260671799925207,1.0
1976,0.260671799925207,1.0
1977,0.260671799925207,1.0
1978,0.260671799925207,1.0
1979,0.260671799925207,1.0
1980,0.260671799925207,1.0
1984,0.260671799925207,1.0
1986,0.260671799925207,1.0
1987,0.260671799925207,1.0
1988,0.260671799925207,1.0
1989,0.260671799925207,1.0
1993,0.260671799925207,1.0
1999,0.260671799925207,1.0
2000,0.260671799925207,1.0
2002,0.260671799925207,1.0
2003,0.260671799925207,1.0
2005,0.260671799925207,1.0
2006,0.260671799925207,1.0
2009,0.260671799925207,1.0
2010,0.260671799925207,1.0
2012,0.260671799925207,1.0
2014,0.260671799925207,1.0
2017,0.260671799925207,1.0
2018,0.260671799925207,1.0
2019,0.260671799925207,1.0
2020,0.260671799925207,1.0
2021,0.260671799925207,1.0
2022,0.260671799925207,1.0
2024,0.260671799925207,1.0
2026,0.260671799925207,1.0
2030,0.260671799925207,1.0
2031,0.260671799925207,1.0
2032,0.260671799925207,1.0
2033,0.260671799925207,1.0
2034,0.260671799925207,1.0
2035,0.260671799925207,1.0
2036,0.260671799925207,1.0
2041,0.260671799925207,1.0
2043,0.260671799925207,1.0
2044,0.260671799925207,1.0
2045,0.260671799925207,1.0
2046,0.260671799925207,1.0
2049,0.260671799925207,1.0
2050,0.260671799925207,1.0
2051,0.260671799925207,1.0
2054,0.260671799925207,1.0
2055,0.260671799925207,1.0
2056,0.260671799925207,1.0
2057,0.260671799925207,1.0
2058,0.260671799925207,1.0
2059,0.260671799925207,1.0
2060,0.260671799925207,1.0
2061,0.260671799925207,1.0
2062,0.260671799925207,1.0
2065,0.260671799925207,1.0
2066,0.260671799925207,1.0
2067,0.260671799925207,1.0
2069,0.260671799925207,1.0
2070,0.260671799925207,1.0
2071,0.260671799925207,1.0
2072,0.260671799925207,1.0
2073,0.260671799925207,1.0
2074,0.260671799925207,1.0
2076,0.260671799925207,1.0
2077,0.260671799925207,1.0
2082,0.260671799925207,1.0
2083,0.260671799925207,1.0
2085,0.260671799925207,1.0
2088,0.260671799925207,1.0
2090,0.260671799925207,1.0
2091,0.260671799925207,1.0
2092,0.260671799925207,1.0
2094,0.260671799925207,1.0
2095,0.260671799925207,1.0
2096,0.260671799925207,1.0
2097,0.260671799925207,1.0
2101,0.260671799925207,1.0
2102,0.260671799925207,1.0
2105,0.260671799925207,1.0
2107,0.260671799925207,1.0
2108,0.260671799925207,1.0
2109,0.260671799925207,1.0
2112,0.260671799925207,1.0
2113,0.260671799925207,1.0
2114,0.260671799925207,1.0
2115,0.260671799925207,1.0
2116,0.260671799925207,1.0
2119,0.260671799925207,1.0
2120,0.260671799925207,1.0
2121,0.260671799925207,1.0
2123,0.260671799925207,1.0
2124,0.260671799925207,1.0
2128,0.260671799925207,1.0
2129,0.260671799925207,1.0
2130,0.260671799925207,1.0
2131,0.260671799925207,1.0
2132,0.260671799925207,1.0
2133,0.260671799925207,1.0
2134,0.260671799925207,1.0
2135,0.260671799925207,1.0
2136,0.260671799925207,1.0
2139,0.260671799925207,1.0
2140,0.260671799925207,1.0
2142,0.260671799925207,1.0
2143,0.260671799925207,1.0
2144,0.260671799925207,1.0
2145,0.260671799925207,1.0
2146,0.260671799925207,1.0
2147,0.260671799925207,1.0
2149,0.260671799925207,1.0
2150,0.260671799925207,1.0
2152,0.260671799925207,1.0
2153,0.260671799925207,1.0
2154,0.260671799925207,1.0
2155,0.260671799925207,1.0
2156,0.260671799925207,1.0
2159,0.260671799925207,1.0
2161,0.260671799925207,1.0
2162,0.260671799925207,1.0
2163,0.260671799925207,1.0
2164,0.260671799925207,1.0
2165,0.260671799925207,1.0
2166,0.260671799925207,1.0
2167,0.260671799925207,1.0
2170,0.260671799925207,1.0
2171,0.260671799925207,1.0
2173,0.260671799925207,1.0
2175,0.260671799925207,1.0
2176,0.260671799925207,1.0
2177,0.260671799925207,1.0
2178,0.260671799925207,1.0
2179,0.260671799925207,1.0
2180,0.260671799925207,1.0
2181,0.260671799925207,1.0
2185,0.260671799925207,1.0
2186,0.260671799925207,1.0
2187,0.260671799925207,1.0
2188,0.260671799925207,1.0
2190,0.260671799925207,1.0
2191,0.260671799925207,1.0
2194,0.260671799925207,1.0
2198,0.260671799925207,1.0
2199,0.260671799925207,1.0
2200,0.260671799925207,1.0
2201,0.260671799925207,1.0
2203,0.260671799925207,1.0
2205,0.260671799925207,1.0
2206,0.260671799925207,1.0
2208,0.260671799925207,1.0
2209,0.260671799925207,1.0
2210,0.260671799925207,1.0
2211,0.260671799925207,1.0
2215,0.260671799925207,1.0
2216,0.260671799925207,1.0
2217,0.260671799925207,1.0
2218,0.260671799925207,1.0
2219,0.260671799925207,1.0
2221,0.260671799925207,1.0
2222,0.260671799925207,1.0
2223,0.260671799925207,1.0
2224,0.260671799925207,1.0
2225,0.260671799925207,1.0
2226,0.260671799925207,1.0
2227,0.260671799925207,1.0
2229,0.260671799925207,1.0
2230,0.260671799925207,1.0
2231,0.260671799925207,1.0
2232,0.260671799925207,1.0
2233,0.260671799925207,1.0
2234,0.260671799925207,1.0
2235,0.260671799925207,1.0
2236,0.260671799925207,1.0
2237,0.260671799925207,1.0
2238,0.260671799925207,1.0
2239,0.260671799925207,1.0
2240,0.260671799925207,1.0
2241,0.260671799925207,1.0
2242,0.260671799925207,1.0
2244,0.260671799925207,1.0
2246,0.260671799925207,1.0
2248,0.260671799925207,1.0
2249,0.260671799925207,1.0
2251,0.260671799925207,1.0
2254,0.260671799925207,1.0
2255,0.260671799925207,1.0
2257,0.260671799925207,1.0
2258,0.260671799925207,1.0
2259,0.260671799925207,1.0
2261,0.260671799925207,1.0
2262,0.260671799925207,1.0
2264,0.260671799925207,1.0
2265,0.260671799925207,1.0
2267,0.260671799925207,1.0
2268,0.260671799925207,1.0
2269,0.260671799925207,1.0
2270,0.260671799925207,1.0
2271,0.260671799925207,1.0
2274,0.260671799925207,1.0
2276,0.260671799925207,1.0
2277,0.260671799925207,1.0
2280,0.260671799925207,1.0
2281,0.260671799925207,1.0
2283,0.260671799925207,1.0
2284,0.260671799925207,1.0
2285,0.260671799925207,1.0
2286,0.260671799925207,1.0
2288,0.260671799925207,1.0
2291,0.260671799925207,1.0
2293,0.260671799925207,1.0
2295,0.260671799925207,1.0
2297,0.260671799925207,1.0
2299,0.260671799925207,1.0
2300,0.260671799925207,1.0
2301,0.260671799925207,1.0
2302,0.260671799925207,1.0
2306,0.260671799925207,1.0
2307,0.260671799925207,1.0
2308,0.260671799925207,1.0
2309,0.260671799925207,1.0
2311,0.260671799925207,1.0
2313,0.260671799925207,1.0
2315,0.260671799925207,1.0
2316,0.260671799925207,1.0
2317,0.260671799925207,1.0
2318,0.260671799925207,1.0
2319,0.260671799925207,1.0
2322,0.260671799925207,1.0
2326,0.260671799925207,1.0
2328,0.260671799925207,1.0
2329,0.260671799925207,1.0
2330,0.260671799925207,1.0
2331,0.260671799925207,1.0
2332,0.260671799925207,1.0
2333,0.260671799925207,1.0
2336,0.260671799925207,1.0
2337,0.260671799925207,1.0
2338,0.260671799925207,1.0
2339,0.260671799925207,1.0
2340,0.260671799925207,1.0
2341,0.260671799925207,1.0
2343,0.260671799925207,1.0
2346,0.260671799925207,1.0
2347,0.260671799925207,1.0
2348,0.260671799925207,1.0
2349,0.260671799925207,1.0
2351,0.260671799925207,1.0
2352,0.260671799925207,1.0
2353,0.260671799925207,1.0
2357,0.260671799925207,1.0
2360,0.260671799925207,1.0
2361,0.260671799925207,1.0
2362,0.260671799925207,1.0
2364,0.260671799925207,1.0
2365,0.260671799925207,1.0
2367,0.260671799925207,1.0
2368,0.260671799925207,1.0
2369,0.260671799925207,1.0
2370,0.260671799925207,1.0
2371,0.260671799925207,1.0
2372,0.260671799925207,1.0
2373,0.260671799925207,1.0
2378,0.260671799925207,1.0
2379,0.260671799925207,1.0
2380,0.260671799925207,1.0
2381,0.260671799925207,1.0
2382,0.260671799925207,1.0
2383,0.260671799925207,1.0
2384,0.260671799925207,1.0
2386,0.260671799925207,1.0
2387,0.260671799925207,1.0
2389,0.260671799925207,1.0
2390,0.260671799925207,1.0
2391,0.260671799925207,1.0
2392,0.260671799925207,1.0
2393,0.260671799925207,1.0
2394,0.260671799925207,1.0
2395,0.260671799925207,1.0
2396,0.260671799925207,1.0
2397,0.260671799925207,1.0
2398,0.260671799925207,1.0
2399,0.260671799925207,1.0
2401,0.260671799925207,1.0
2402,0.260671799925207,1.0
2404,0.260671799925207,1.0
2405,0.260671799925207,1.0
2406,0.260671799925207,1.0
2407,0.260671799925207,1.0
2408,0.260671799925207,1.0
2409,0.260671799925207,1.0
2412,0.260671799925207,1.0
2413,0.260671799925207,1.0
2414,0.260671799925207,1.0
2415,0.260671799925207,1.0
2416,0.260671799925207,1.0
2418,0.260671799925207,1.0
2419,0.260671799925207,1.0
2421,0.260671799925207,1.0
2422,0.260671799925207,1.0
2424,0.260671799925207,1.0
2425,0.260671799925207,1.0
2426,0.260671799925207,1.0
2427,0.260671799925207,1.0
2428,0.260671799925207,1.0
2429,0.260671799925207,1.0
